gene	UMI
MTERF	190
MTERFD1	655
MTERFD2	626
MTERFD3	361
MTF1	303
MTF2	659
MTFMT	807
MTFP1	4043
MTFR1	1285
MTG1	2995
MTHFD1	3150
MTHFD1L	1126
MTHFD2	5699
MTHFD2L	112
MTHFR	113
MTHFS	11
MTHFSD	193
MTIF2	2633
MTIF3	1187
MTL5	364
MTM1	112
MTMR1	244
MTMR10	227
MTMR11	124
MTMR12	437
MTMR14	929
MTMR2	786
MTMR3	98
MTMR4	267
MTMR6	596
MTMR7	1
MTMR8	8
MTMR9	522
MTMR9LP	21
MTNR1A	3
MTO1	216
MTOR	363
MTPAP	597
MTR	366
MTRF1	115
MTRF1L	1088
MTRNR2L1	37
MTRNR2L10	23
MTRNR2L2	134
MTRNR2L3	23
MTRNR2L5	1
MTRNR2L6	7
MTRNR2L8	636
MTRNR2L9	11
MTRR	324
MTSS1	42
MTSS1L	171
MTTP	2
MTUS1	3458
MTVR2	59
MTX1	4950
MTX2	1680
MTX3	278
MUC1	29
MUC12	168
MUC13	82
MUC2	1
MUC20	6
MUC3A	82
MUC4	1
MUC5AC	558
MUC5B	132
MUDENG	439
MUL1	753
MUM1	350
MURC	39
MUS81	406
MUT	179
MUTYH	366
MVD	2483
MVK	1426
MVP	3054
MX1	1126
MX2	14
MXD1	131
MXD3	837
MXD4	436
MXI1	257
MXRA7	555
MYADM	739
MYB	8
MYBBP1A	1048
MYBL1	477
MYBL2	2235
MYBPC2	2
MYBPC3	9
MYBPHL	1
MYC	2667
MYCBP	27
MYCBP2	1075
MYCBPAP	1
MYCL1	18
MYCT1	2
MYD88	454
MYEF2	428
MYEOV	2079
MYEOV2	9270
MYH10	985
MYH11	1
MYH14	192
MYH15	21
MYH16	9
MYH3	73
MYH7B	3
MYH9	3236
MYL12A	10685
MYL12B	16560
MYL2	7
MYL3	3
MYL4	3
MYL5	320
MYL6	70723
MYL6B	2341
MYL9	70
MYLIP	132
MYLK	613
MYLK-AS1	82
MYLK2	15
MYLK3	5
MYLK4	2
MYLPF	6
MYNN	391
MYO10	3418
MYO15A	1
MYO15B	118
MYO18A	222
MYO18B	1
MYO19	831
MYO1A	12
MYO1B	3101
MYO1C	3663
MYO1D	31
MYO1E	2094
MYO1F	63
MYO5A	1025
MYO5B	530
MYO5C	440
MYO6	450
MYO7A	27
MYO7B	2
MYO9A	667
MYO9B	374
MYOCD	10
MYOF	3941
MYOM1	4
MYOM2	188
MYOM3	50
MYPN	23
MYPOP	334
MYSM1	257
MYT1	6
MZB1	7
MZF1	255
MZT1	1286
MZT2A	12766
MZT2B	22086
M_mRNA	344979
N4BP1	535
N4BP2	247
N4BP2L1	1
N4BP2L2	1089
N4BP3	40
N6AMT1	531
N6AMT2	506
NA	312180
NAA10	11665
NAA15	1583
NAA16	445
NAA20	7274
NAA25	1099
NAA30	497
NAA35	980
NAA38	4292
NAA40	312
NAA50	4022
NAA60	1194
NAAA	327
NAALAD2	1
NAALADL1	2
NAB1	341
NAB2	104
NACA	72819
NACA2	151
NACAD	1
NACAP1	30
NACC1	942
NACC2	875
NADK	655
NADKD1	303
NADSYN1	490
NAE1	3711
NAF1	242
NAGA	154
NAGK	1161
NAGLU	572
NAGPA	371
NAGS	77
NAIF1	158
NAIP	22
NALCN	67
NAMPT	4174
NANOS1	49
NANOS3	35
NANP	321
NANS	3626
NAP1L1	22191
NAP1L2	78
NAP1L3	5
NAP1L4	3610
NAP1L5	64
NAP1L6	2
NAPA	2779
NAPB	95
NAPEPLD	131
NAPG	613
NAPRT1	390
NAPSA	32
NAPSB	1
NARF	1994
NARFL	682
NARG2	1168
NARS	3528
NARS2	489
NASP	6464
NAT1	80
NAT10	1239
NAT14	1379
NAT6	172
NAT8	4
NAT8L	261
NAT9	893
NAV1	103
NAV2	162
NAV3	279
NBAS	702
NBEA	316
NBEAL1	316
NBEAL2	357
NBL1	1
NBN	1411
NBPF1	444
NBPF10	280
NBPF11	156
NBPF14	9
NBPF15	31
NBPF16	6
NBPF3	96
NBPF8	28
NBPF9	23
NBR1	858
NBR2	114
NCALD	67
NCAM1	1
NCAPD2	1171
NCAPD3	733
NCAPG	1260
NCAPG2	873
NCAPH	1116
NCAPH2	1326
NCBP1	965
NCBP2	1825
NCCRP1	6
NCDN	97
NCEH1	718
NCF2	48
NCK1	361
NCK2	200
NCKAP1	2523
NCKAP5	94
NCKAP5L	87
NCKIPSD	165
NCL	28774
NCLN	1175
NCOA1	411
NCOA2	119
NCOA3	1888
NCOA4	1249
NCOA5	316
NCOA6	336
NCOA7	2555
NCOR1	4813
NCOR1P1	4
NCOR2	1594
NCRNA00185	3
NCRUPAR	2
NCS1	367
NCSTN	234
NDC80	502
NDE1	399
NDEL1	492
NDFIP1	2989
NDFIP2	586
NDN	17
NDNL2	698
NDOR1	217
NDRG1	801
NDRG2	54
NDRG3	919
NDRG4	84
NDST1	258
NDST2	169
NDUFA1	15159
NDUFA10	4714
NDUFA11	13910
NDUFA12	8613
NDUFA13	14370
NDUFA2	9307
NDUFA3	4312
NDUFA4	32970
NDUFA4L2	76
NDUFA5	2268
NDUFA6	9222
NDUFA7	4291
NDUFA8	7697
NDUFA9	5746
NDUFAB1	15026
NDUFAF1	470
NDUFAF2	3750
NDUFAF3	7389
NDUFAF4	2212
NDUFB1	7612
NDUFB10	19007
NDUFB11	20136
NDUFB2	23213
NDUFB3	5302
NDUFB4	11545
NDUFB5	2760
NDUFB6	7453
NDUFB7	11339
NDUFB8	16239
NDUFB9	18713
NDUFC1	4044
NDUFC2	13992
NDUFC2-KCTD14	1
NDUFS1	1090
NDUFS2	3105
NDUFS3	8218
NDUFS4	6058
NDUFS5	21163
NDUFS6	19889
NDUFS7	6077
NDUFS8	17962
NDUFV1	6236
NDUFV2	7306
NDUFV3	3113
NEAT1	1745
NEB	16
NEBL	259
NECAB2	147
NECAB3	361
NECAP1	285
NECAP2	720
NEDD1	808
NEDD4	1348
NEDD4L	592
NEDD8	21491
NEDD9	988
NEFH	4
NEFL	170
NEFM	3
NEIL1	22
NEIL2	1247
NEIL3	570
NEK1	199
NEK10	7
NEK11	104
NEK2	863
NEK3	267
NEK4	329
NEK5	4
NEK6	1476
NEK7	278
NEK8	106
NEK9	326
NELF	468
NEMF	2246
NENF	9058
NEO1	340
NES	69
NET1	1101
NETO2	2898
NEU1	647
NEU3	9
NEU4	4
NEURL	2
NEURL1B	43
NEURL2	10
NEURL3	34
NEURL4	232
NEXN	102
NEXN-AS1	11
NF1	1554
NF2	1161
NFASC	23
NFAT5	754
NFATC1	62
NFATC2	2
NFATC2IP	777
NFATC3	634
NFE2	3
NFE2L1	1289
NFE2L2	1845
NFE2L3	265
NFIA	458
NFIB	978
NFIC	1032
NFIL3	129
NFIX	50
NFKB1	525
NFKB2	923
NFKBIA	9847
NFKBIB	3028
NFKBID	11
NFKBIE	754
NFKBIL1	633
NFKBIZ	478
NFRKB	414
NFS1	628
NFU1	2578
NFX1	553
NFXL1	156
NFYA	196
NFYB	798
NFYC	932
NGDN	2006
NGEF	139
NGF	23
NGFR	7
NGFRAP1	16095
NGLY1	885
NGRN	7798
NHEJ1	332
NHLH1	16
NHLRC1	47
NHLRC2	301
NHLRC3	97
NHLRC4	2
NHP2	23271
NHP2L1	13559
NHS	154
NHSL1	54
NHSL2	2
NICN1	79
NID1	26
NID2	20
NIF3L1	1105
NIM1	1
NIN	1172
NINJ1	3323
NINJ2	28
NINL	134
NIP7	2187
NIPA1	598
NIPA2	2925
NIPAL1	5
NIPAL2	12
NIPAL3	101
NIPAL4	102
NIPBL	879
NIPSNAP1	2234
NIPSNAP3A	407
NIPSNAP3B	10
NISCH	163
NIT1	965
NIT2	4357
NKAIN1	28
NKAIN3	7
NKAIN4	72
NKAP	2825
NKAPP1	91
NKD1	10
NKD2	116
NKIRAS1	434
NKIRAS2	1745
NKRF	684
NKTR	1091
NKX2-3	3
NKX2-5	455
NKX2-8	116
NKX3-1	118
NKX3-2	5
NLE1	1371
NLGN2	168
NLGN3	2
NLGN4Y	41
NLK	86
NLN	1947
NLRC5	65
NLRP1	1
NLRP11	1
NLRP12	2
NLRP2	988
NLRP3	2
NLRX1	160
NMB	1764
NMD3	700
NME1	46509
NME2	922
NME3	2701
NME4	16551
NME5	1
NME6	747
NME7	1024
NMI	789
NMNAT1	112
NMNAT2	4
NMNAT3	53
NMRAL1	1759
NMT1	1108
NMT2	640
NMU	92
NNMT	7625
NNT	179
NOB1	4000
NOC2L	2082
NOC3L	1802
NOC4L	3115
NOD1	68
NOG	4
NOL10	2060
NOL11	2274
NOL12	905
NOL3	1843
NOL6	728
NOL7	6713
NOL8	1861
NOL9	556
NOLC1	4691
NOM1	1002
NOMO1	461
NOMO2	28
NOMO3	14
NONO	6451
NOP10	18594
NOP14	913
NOP16	271
NOP2	1475
NOP56	11077
NOP58	6101
NOS1	8
NOS1AP	47
NOS2	3
NOS3	7
NOSIP	8027
NOSTRIN	111
NOTCH1	172
NOTCH2	415
NOTCH2NL	1604
NOTCH3	79
NOTCH4	13
NOTUM	3
NOV	16
NOVA1	312
NOVA2	1
NOX1	2
NOX4	1
NOX5	1
NOXA1	64
NOXO1	4
NOXRED1	2
NP	1253704
NPAS1	256
NPAS2	601
NPAT	312
NPB	18
NPC1	453
NPC1L1	3
NPC2	7798
NPDC1	2381
NPEPL1	1
NPEPPS	1629
NPFF	45
NPHP1	83
NPHP3	161
NPHP3-ACAD11	2
NPHP4	84
NPHS1	9
NPIP	59
NPIPL2	6
NPIPL3	1
NPL	30
NPLOC4	2219
NPM1	85786
NPM3	7472
NPNT	6
NPPB	3
NPR1	15
NPR2	36
NPR3	458
NPRL2	672
NPRL3	690
NPTN	1394
NPTX1	357
NPTXR	65
NPW	28
NPY	1
NPY1R	1
NPY2R	5
NQO1	110749
NQO2	4066
NR0B1	1984
NR0B2	2
NR1D1	102
NR1D2	333
NR1H2	2192
NR1H3	290
NR1H4	13
NR2C1	312
NR2C2	307
NR2C2AP	1136
NR2E3	22
NR2F1	57
NR2F2	577
NR2F6	4800
NR3C1	3190
NR3C2	2
NR4A1	307
NR4A2	91
NR4A3	20
NR5A2	257
NR6A1	24
NRADDP	4
NRARP	52
NRAS	796
NRBF2	908
NRBP1	3370
NRBP2	130
NRCAM	1304
NRD1	3575
NRF1	265
NRG1	6003
NRG2	52
NRG4	31
NRGN	321
NRIP1	1309
NRIP2	3
NRIP3	31
NRL	47
NRM	586
NRN1	15
NRN1L	12
NRP1	1854
NRP2	938
NRSN2	599
NRTN	24
NRXN1	1
NRXN3	19
NS3BP	1
NSA2	5237
NSAP11	2
NSD1	1001
NSDHL	2311
NSF	680
NSFL1C	5089
NSL1	1601
NSMAF	482
NSMCE1	3797
NSMCE2	996
NSMCE4A	3678
NSRP1	3059
NSUN2	1332
NSUN3	174
NSUN4	225
NSUN5	2137
NSUN5P1	223
NSUN5P2	412
NSUN6	272
NSUN7	4
NS_mRNA	769391
NT5C	9789
NT5C2	1714
NT5C3	1190
NT5C3L	5155
NT5DC1	843
NT5DC2	1880
NT5DC3	245
NT5DC4	1
NT5E	266
NT5M	400
NTAN1	915
NTF4	7
NTHL1	5252
NTN1	2
NTN4	428
NTN5	4
NTNG2	8
NTPCR	2206
NTRK1	3
NTRK3	130
NTS	254
NTSR1	1
NUAK1	599
NUAK2	1588
NUB1	1022
NUBP1	1953
NUBP2	4388
NUBPL	392
NUCB1	2225
NUCB2	1417
NUCKS1	18282
NUDC	17702
NUDCD1	1208
NUDCD2	2523
NUDCD3	830
NUDT1	8896
NUDT10	1
NUDT11	126
NUDT12	75
NUDT13	64
NUDT14	2049
NUDT15	885
NUDT16	923
NUDT16L1	1662
NUDT16P1	8
NUDT17	9
NUDT18	670
NUDT19	995
NUDT2	1266
NUDT21	2924
NUDT22	1888
NUDT3	24
NUDT4	186
NUDT4P1	7
NUDT5	6423
NUDT6	414
NUDT7	235
NUDT8	1425
NUDT9	806
NUDT9P1	7
NUF2	1485
NUFIP1	838
NUFIP2	1617
NUMA1	766
NUMB	380
NUMBL	419
NUP107	1203
NUP133	661
NUP153	624
NUP155	520
NUP160	402
NUP188	825
NUP205	807
NUP210	524
NUP210L	1
NUP214	847
NUP35	806
NUP37	2459
NUP43	314
NUP50	941
NUP54	562
NUP62	3092
NUP62CL	218
NUP85	2145
NUP88	1635
NUP93	1746
NUP98	864
NUPL1	800
NUPL2	564
NUPR1	1856
NUS1	1089
NUSAP1	3050
NUTF2	3413
NVL	555
NXF1	721
NXN	569
NXNL2	2
NXPH4	65
NXT1	4036
NXT2	304
NYNRIN	1
O3FAR1	32
OAF	109
OAS1	2710
OAS2	154
OAS3	706
OASL	1787
OAT	657
OAZ1	20739
OAZ2	3648
OAZ3	79
OBFC1	859
OBFC2A	235
OBFC2B	3452
OBSCN	77
OBSL1	298
OCEL1	506
OCIAD1	3274
OCIAD2	5881
OCLN	276
OCM	3
OCRL	369
ODC1	4665
ODF1	1
ODF2	833
ODF2L	234
ODF3B	54
ODF3L1	6
ODZ3	18
ODZ4	1
OFD1	758
OGDH	527
OGDHL	1
OGFOD1	1112
OGFOD2	702
OGFR	1914
OGFRL1	467
OGG1	520
OGT	402
OIP5	620
OIT3	2
OLA1	3381
OLAH	3
OLFM1	148
OLFM2	40
OLFML1	1
OLFML2A	124
OLFML2B	3
OLFML3	119
OLR1	9
OMA1	250
ONECUT1	1
ONECUT2	117
OOEP	2
OPA1	1135
OPA3	956
OPHN1	85
OPLAH	94
OPN3	821
OPRL1	12
OPTN	1245
OR2B6	1
OR4M2	1
OR51B5	7
OR7E37P	8
ORAI1	1131
ORAI2	768
ORAI3	149
ORAOV1	167
ORC1	492
ORC2	574
ORC3	538
ORC4	1116
ORC5	574
ORC6	1466
ORM1	2
ORMDL1	2401
ORMDL2	6713
ORMDL3	302
OS9	2230
OSBP	507
OSBP2	100
OSBPL10	251
OSBPL11	460
OSBPL1A	388
OSBPL2	383
OSBPL3	250
OSBPL5	80
OSBPL6	139
OSBPL7	84
OSBPL8	2114
OSBPL9	845
OSCAR	10
OSCP1	172
OSGEP	1577
OSGEPL1	192
OSGIN1	2801
OSGIN2	1632
OSMR	511
OSR1	86
OSR2	138
OST4	11033
OSTBETA	74
OSTC	3473
OSTCP1	1
OSTF1	204
OSTM1	527
OTOA	1
OTOF	2
OTOR	1
OTOS	2
OTP	1
OTUB1	4763
OTUB2	71
OTUD1	196
OTUD3	150
OTUD4	439
OTUD5	991
OTUD6A	2
OTUD6B	395
OTUD7B	254
OTX1	54
OVCA2	3
OVGP1	9
OVOL1	1
OVOL3	17
OVOS	2
OXA1L	3384
OXCT1	69
OXCT2	10
OXNAD1	351
OXR1	438
OXSM	532
OXSR1	890
OXT	2
OXTR	180
P2RX4	464
P2RX5	141
P2RX5-TAX1BP3	13
P2RX6	16
P2RY1	33
P2RY11	12
P2RY2	145
P2RY6	606
P2RY8	1
P4HA1	426
P4HA2	516
P4HA3	128
P4HB	14505
P4HTM	661
PA	191975
PA2G4	22110
PA2G4P4	108
PAAF1	724
PABPC1	13084
PABPC1L	136
PABPC1P2	1
PABPC3	20
PABPC4	2178
PABPC4L	2
PABPC5	1
PABPN1	16
PABPN1L	2
PACRGL	180
PACS1	666
PACS2	358
PACSIN1	4
PACSIN2	1690
PACSIN3	1454
PADI1	63
PADI2	42
PADI3	39
PADI4	1
PAEP	1
PAF1	2193
PAFAH1B1	4691
PAFAH1B2	1606
PAFAH1B3	14157
PAFAH2	214
PAG1	18
PAGE1	29
PAGE2	2
PAGE2B	4
PAICS	5585
PAIP1	2085
PAIP2	2633
PAIP2B	144
PAK1	503
PAK1IP1	1553
PAK2	2216
PAK3	3
PAK4	2284
PAK6	1
PALB2	366
PALLD	3690
PALM	165
PALM2	4
PALM3	42
PALMD	21
PAM	160
PAM16	61
PAN2	141
PAN3	155
PAN3-AS1	8
PANK1	128
PANK2	1381
PANK3	504
PANK4	59
PANX1	269
PANX2	77
PAOX	114
PAPD4	366
PAPD5	845
PAPD7	399
PAPLN	44
PAPOLA	4525
PAPOLB	6
PAPOLG	175
PAPPA	1200
PAPSS1	403
PAPSS2	330
PAQR3	122
PAQR4	478
PAQR5	1713
PAQR6	39
PAQR7	19
PAQR8	25
PAQR9	80
PAR-SN	134
PAR5	22
PARD3	2640
PARD3B	83
PARD6A	275
PARD6B	421
PARD6G	46
PARG	298
PARK2	2
PARK7	22852
PARL	2906
PARM1	24
PARN	1031
PARP1	4938
PARP10	50
PARP11	58
PARP12	385
PARP14	1560
PARP16	111
PARP2	848
PARP3	92
PARP4	787
PARP6	499
PARP8	2
PARP9	564
PARS2	99
PART1	48
PARVA	1351
PARVB	1113
PASK	94
PATE2	2
PATL1	545
PATL2	1
PATZ1	245
PAWR	2166
PAX2	4
PAX6	35
PAX7	12
PAX8	49
PAX9	32
PAXIP1	294
PB1	303452
PB2	362831
PBK	3101
PBLD	84
PBRM1	728
PBX1	1179
PBX2	225
PBX3	243
PBX4	40
PBXIP1	126
PC	321
PCBD1	15365
PCBD2	697
PCBP1	5642
PCBP1-AS1	5
PCBP2	4806
PCBP3	4
PCBP4	364
PCCA	289
PCCB	1241
PCDH1	9
PCDH10	4
PCDH11X	2
PCDH11Y	1
PCDH17	1
PCDH7	10
PCDH9	810
PCDHA1	13
PCDHA11	2
PCDHA12	144
PCDHA13	1
PCDHA3	7
PCDHA4	1
PCDHA5	8
PCDHA7	1
PCDHA9	3
PCDHAC1	46
PCDHAC2	6
PCDHB11	3
PCDHB12	1
PCDHB13	3
PCDHB14	2
PCDHB16	2
PCDHB2	44
PCDHB3	2
PCDHB4	2
PCDHB5	28
PCDHB6	7
PCDHB8	1
PCDHGA1	2
PCDHGA10	3
PCDHGA3	1
PCDHGA4	2
PCDHGA5	4
PCDHGA6	1
PCDHGA7	17
PCDHGA8	10
PCDHGA9	1
PCDHGB1	3
PCDHGB3	1
PCDHGB5	5
PCDHGB6	2
PCDHGB7	1
PCDHGC3	2
PCDP1	2
PCF11	764
PCGF1	677
PCGF2	813
PCGF3	242
PCGF5	740
PCGF6	455
PCID2	798
PCIF1	182
PCK2	700
PCLO	125
PCM1	3227
PCMT1	3670
PCMTD1	273
PCMTD2	183
PCNA	8940
PCNA-AS1	3
PCNP	3385
PCNT	594
PCNX	261
PCNXL2	224
PCNXL3	40
PCOLCE	142
PCOLCE2	594
PCP2	1
PCP4	1
PCSK1N	3520
PCSK4	15
PCSK5	38
PCSK6	42
PCSK7	276
PCSK9	223
PCTP	252
PCYOX1	1714
PCYOX1L	129
PCYT1A	313
PCYT2	1134
PDAP1	11075
PDCD10	1634
PDCD11	1052
PDCD1LG2	1
PDCD2	1773
PDCD2L	1825
PDCD4	261
PDCD5	28469
PDCD6	7450
PDCD6IP	1645
PDCD7	1445
PDCL	601
PDCL3	1419
PDDC1	447
PDE10A	130
PDE11A	33
PDE12	385
PDE1A	6
PDE1C	129
PDE2A	7
PDE3A	14
PDE3B	81
PDE4A	77
PDE4B	315
PDE4C	7
PDE4D	2608
PDE4DIP	53
PDE5A	10
PDE6A	13
PDE6D	471
PDE6G	103
PDE7A	149
PDE7B	112
PDE8A	1174
PDE8B	137
PDE9A	32
PDF	3
PDGFA	265
PDGFB	52
PDGFC	58
PDGFD	268
PDGFRA	3
PDGFRL	354
PDHA1	6576
PDHB	3046
PDHX	791
PDIA2	2
PDIA3	3315
PDIA3P	51
PDIA4	2716
PDIA5	229
PDIA6	12319
PDIK1L	77
PDK1	103
PDK2	535
PDK3	492
PDK4	114
PDLIM1	6540
PDLIM2	3647
PDLIM5	2946
PDLIM7	1876
PDP1	118
PDP2	191
PDPK1	545
PDPR	175
PDRG1	2007
PDS5A	1143
PDS5B	644
PDSS1	451
PDSS2	224
PDX1	1
PDXDC1	530
PDXDC2P	56
PDXK	9986
PDXP	413
PDZD11	3173
PDZD2	2
PDZD3	5
PDZD4	25
PDZD7	3
PDZD8	753
PDZK1	11
PDZK1IP1	269
PEA15	1229
PEAK1	217
PEAR1	51
PEBP1	14267
PECR	433
PEF1	2192
PEG10	2113
PELI1	38
PELI2	44
PELI3	97
PELO	1338
PELP1	2515
PEMT	1641
PEPD	3153
PER1	102
PER2	215
PER3	89
PERP	4296
PES1	3039
PET112	306
PET117	852
PEX1	377
PEX10	766
PEX11A	139
PEX11B	387
PEX11G	175
PEX12	110
PEX13	349
PEX14	414
PEX16	1292
PEX19	610
PEX2	808
PEX26	188
PEX3	252
PEX5	290
PEX5L	1
PEX6	271
PEX7	227
PF4	39
PFAS	1012
PFDN1	4277
PFDN2	7911
PFDN4	5035
PFDN5	24829
PFDN6	3511
PFKFB1	2
PFKFB2	146
PFKFB3	1900
PFKFB4	74
PFKL	990
PFKM	663
PFKP	8189
PFN1	126641
PFN1P2	2
PFN2	2312
PFN3	2
PFN4	45
PGAM1	12203
PGAM1P5	1
PGAM2	1
PGAM4	26
PGAM5	896
PGAP1	130
PGAP2	796
PGAP3	123
PGBD1	174
PGBD2	67
PGBD3	31
PGBD4	142
PGBD5	6
PGCP	24
PGD	17304
PGF	72
PGGT1B	326
PGK1	16157
PGLS	4503
PGLYRP2	2
PGM1	1144
PGM2	318
PGM2L1	349
PGM3	437
PGM5P2	22
PGP	7200
PGPEP1	172
PGRMC1	5123
PGRMC2	1761
PGS1	493
PHACTR2	861
PHACTR4	838
PHAX	2146
PHB	31136
PHB2	11425
PHC1	151
PHC2	934
PHC3	331
PHEX	23
PHF1	229
PHF10	318
PHF11	262
PHF12	313
PHF13	199
PHF14	2681
PHF15	588
PHF16	214
PHF17	1516
PHF19	5003
PHF2	117
PHF20	1414
PHF20L1	1963
PHF21A	219
PHF21B	11
PHF23	1654
PHF3	935
PHF5A	2157
PHF6	1032
PHF7	50
PHF8	143
PHGDH	2055
PHIP	1870
PHKA1	458
PHKA2	255
PHKB	1025
PHKG1	2
PHKG2	894
PHLDA1	2846
PHLDA2	11633
PHLDA3	3276
PHLDB1	128
PHLDB2	580
PHLDB3	348
PHLPP1	115
PHLPP2	137
PHOSPHO1	4
PHOSPHO2	103
PHOSPHO2-KLHL23	15
PHPT1	21843
PHRF1	691
PHTF1	308
PHTF2	452
PHYH	1089
PHYHD1	4
PHYHIP	8
PHYHIPL	39
PI16	2
PI3	9
PI4K2A	465
PI4K2B	199
PI4KA	269
PI4KAP1	2
PI4KAP2	154
PI4KB	639
PIAS1	441
PIAS2	114
PIAS3	265
PIAS4	300
PIBF1	432
PICALM	1175
PICK1	263
PID1	40
PIDD	355
PIEZO1	442
PIEZO2	8
PIF1	341
PIGA	174
PIGB	246
PIGC	637
PIGF	1336
PIGG	248
PIGH	777
PIGK	566
PIGL	311
PIGM	303
PIGN	173
PIGO	453
PIGP	1170
PIGQ	494
PIGS	902
PIGT	1499
PIGU	960
PIGV	148
PIGW	371
PIGX	1107
PIGY	2574
PIGZ	20
PIH1D1	3130
PIH1D2	50
PIK3AP1	32
PIK3C2A	706
PIK3C2B	65
PIK3C2G	2
PIK3C3	253
PIK3CA	114
PIK3CB	180
PIK3CD	86
PIK3IP1	6
PIK3R1	291
PIK3R2	294
PIK3R3	163
PIK3R4	223
PIKFYVE	332
PILRA	4
PILRB	483
PIM1	370
PIM2	199
PIM3	924
PIN1	6493
PIN4	6213
PINK1	347
PINX1	595
PION	56
PIP	8
PIP4K2A	533
PIP4K2B	581
PIP4K2C	339
PIP5K1A	368
PIP5K1B	1
PIP5K1C	193
PIP5KL1	11
PIPOX	2
PIPSL	26
PIR	3665
PIR-FIGF	2
PISD	333
PITHD1	1179
PITPNA	2183
PITPNB	1462
PITPNC1	118
PITPNM1	232
PITPNM2	77
PITPNM3	8
PITRM1	988
PITX1	1033
PITX2	28
PITX3	4
PIWIL2	9
PIWIL4	6
PJA1	240
PJA2	661
PKD1	204
PKD1L1	12
PKD1L2	36
PKD1P1	62
PKD2	296
PKD2L1	1
PKD2L2	1
PKDCC	151
PKI55	182
PKIA	25
PKIB	111
PKIG	1257
PKLR	1
PKM2	89501
PKMYT1	1120
PKN1	1539
PKN2	987
PKN3	296
PKNOX1	303
PKP2	137
PKP3	1386
PKP4	1013
PLA1A	4
PLA2G10	1
PLA2G12A	550
PLA2G12B	2
PLA2G15	180
PLA2G16	5462
PLA2G1B	1
PLA2G4A	159
PLA2G4C	49
PLA2G6	23
PLA2R1	42
PLAA	755
PLAC1	12
PLAC2	21
PLAC8	47
PLAC8L1	29
PLAC9	3
PLAG1	4
PLAGL1	105
PLAGL2	230
PLAT	30
PLAU	1410
PLAUR	2109
PLB1	1
PLBD1	94
PLBD2	89
PLCB1	30
PLCB2	13
PLCB3	200
PLCB4	811
PLCD1	38
PLCD3	1556
PLCD4	10
PLCE1	468
PLCG1	155
PLCG2	60
PLCH1	134
PLCH2	20
PLCL2	103
PLCXD1	1217
PLCXD2	8
PLCXD3	38
PLD1	75
PLD2	226
PLD3	3444
PLD5	151
PLD6	265
PLDN	724
PLEC	3536
PLEK2	347
PLEKHA1	595
PLEKHA2	174
PLEKHA3	908
PLEKHA4	83
PLEKHA5	379
PLEKHA6	242
PLEKHA7	40
PLEKHA8	249
PLEKHA8P1	89
PLEKHB1	23
PLEKHB2	2217
PLEKHF1	351
PLEKHF2	157
PLEKHG1	2
PLEKHG2	341
PLEKHG3	317
PLEKHG4	73
PLEKHG4B	9
PLEKHG5	18
PLEKHG6	3
PLEKHG7	3
PLEKHH1	33
PLEKHH2	166
PLEKHH3	214
PLEKHJ1	2281
PLEKHM1	197
PLEKHM1P	31
PLEKHM2	378
PLEKHM3	51
PLEKHN1	81
PLEKHO1	155
PLEKHO2	57
PLGLB1	1
PLIN2	867
PLIN3	2730
PLIN4	2
PLIN5	3
PLK1	3913
PLK1S1	203
PLK2	3706
PLK3	230
PLK4	266
PLK5	1
PLLP	95
PLOD1	787
PLOD2	2315
PLOD3	557
PLP2	10964
PLRG1	900
PLS1	479
PLS3	4086
PLSCR1	1661
PLSCR2	6
PLSCR3	1
PLSCR4	45
PLTP	62
PLXDC2	1
PLXNA1	315
PLXNA2	37
PLXNA3	17
PLXNA4	4
PLXNB1	109
PLXNB2	1189
PLXNB3	3
PLXNC1	2
PLXND1	315
PM20D2	612
PMAIP1	2428
PMCH	1
PMEL	23
PMEPA1	2856
PMF1	4024
PMF1-BGLAP	7
PMFBP1	1
PML	543
PMM1	1264
PMM2	3017
PMP22	3055
PMPCA	2209
PMPCB	1857
PMS1	495
PMS2	103
PMS2CL	26
PMS2L2	38
PMS2P1	950
PMS2P3	51
PMS2P4	115
PMS2P5	150
PMVK	5215
PNCK	3
PNISR	1578
PNKD	4740
PNKP	1009
PNLDC1	5
PNLIPRP2	9
PNMA1	431
PNMA2	297
PNMA3	1
PNMA6C	149
PNMAL1	119
PNN	3409
PNO1	3592
PNP	2249
PNPLA2	913
PNPLA3	50
PNPLA4	637
PNPLA6	409
PNPLA7	8
PNPLA8	481
PNPO	1008
PNPT1	1895
PNRC1	832
PNRC2	753
POC1A	1264
POC1B	272
POC5	329
PODNL1	15
PODXL	300
PODXL2	583
POF1B	165
POFUT1	579
POFUT2	127
POGK	431
POGLUT1	256
POGZ	427
POLA1	666
POLA2	1148
POLB	235
POLD1	1318
POLD2	7541
POLD3	883
POLD4	11930
POLDIP2	6069
POLDIP3	900
POLE	600
POLE2	385
POLE3	2983
POLE4	8829
POLG	455
POLG2	344
POLH	186
POLI	133
POLK	521
POLL	432
POLM	120
POLN	31
POLQ	537
POLR1A	309
POLR1B	589
POLR1C	1145
POLR1D	5806
POLR1E	1501
POLR2A	1086
POLR2B	1519
POLR2C	4599
POLR2D	1687
POLR2E	9128
POLR2F	8972
POLR2G	9026
POLR2H	4090
POLR2I	17045
POLR2J	6129
POLR2J2	9
POLR2J3	13
POLR2J4	104
POLR2K	4973
